Tweet,Created_at,Year,Month,City,Sentiment,Emotion,Dominant Topic
"my wife got shot one of the pfizer covid vaccination today, so yay!",2021-02-18,2021,2,"Kansas City,MO",positive,joy,Topic 2
i was listening to some doctors talk about long haul covid the other day and one neurologist had to quit practicing because of the cognitive effects and brain fog. im thankful i havent had to give anything like that up.,2021-02-28,2021,2,"Kansas City,MO",positive,sadness,Topic 2
yes. was symptomatic and tested positive december th. i have seen a doctor and they are calling it long term cognitive effects caused by covid inflammation turned scar tissue. its so scary/bizarre/unexpected.,2021-02-28,2021,2,"Kansas City,MO",positive,sadness,Topic 1
"the strangest part is my actual covid case was not severe. it was solid weeks of symptoms but nothing severe. the after effects have been much worse, still months out. i hope your friend finds relief!",2021-02-28,2021,2,"Kansas City,MO",positive,sadness,Topic 2
one effect of long haul covid besides my massive persistent headaches is the word retrieval function of my brain seems to constantly glitch. i stumble through conversations &amp;have to think very hard about words. just a minute ago the words were craft beer. couldnt compute.,2021-02-28,2021,2,"Kansas City,MO",negative,sadness,Topic 1
gonna sound like me and my wife soon. but we're both waiting for to get off their asses and find one vaccine; there's three of them out there now!!,2021-02-28,2021,2,"Kansas City,MO",positive,optimism,Topic 2
since everyone is just pretending covid doesnt exist anymore i guess ill go see what cool shots i get this weekend,2021-02-26,2021,2,"Long Beach,CA",negative,joy,Topic 2
covid has it in limbo for now,2021-02-27,2021,2,"Long Beach,CA",neutral,sadness,Topic 3
"ive always hated them. i avoid eating at a buffet. with covid, i cant imagine buffets coming back anytime soon.",2021-02-27,2021,2,"Long Beach,CA",negative,anger,Topic 2
im going to wait for the tear-free version of the johnson and johnson vaccine,2021-02-27,2021,2,"Long Beach,CA",neutral,joy,Topic 2
"washington (ap) us clears johnson &amp; johnsons single-dose covid-19 shot, adding a third vaccine option to the race against the virus.",2021-02-27,2021,2,"Long Beach,CA",positive,optimism,Topic 4
ill save it for our post covid drinks. did you have dr lunde?,2021-02-27,2021,2,"Long Beach,CA",positive,joy,Topic 2
just got my first dose of pfizers covid vaccine! feeling indescribably relieved.,2021-02-27,2021,2,"Long Beach,CA",positive,joy,Topic 4
cause not enough vaccine.,2021-02-27,2021,2,"Long Beach,CA",neutral,sadness,Topic 2
you are being lied to. for example. money for state and local governments. balance sheets destroyed by covid due to revenue plunging. that's covid relief. will save thousands of jobs in communities in both red and blue states.,2021-02-27,2021,2,"Long Beach,CA",positive,sadness,Topic 3
post covid im at gym class doing the parachute,2021-02-27,2021,2,"Long Beach,CA",neutral,joy,Topic 2
good thing republicans weren't this ignorant during smallpox or polio or any other vaccine that was required. we never would have gotten rid of them if that were so.,2021-02-19,2021,2,"Omaha,NE",positive,anger,Topic 2
covid test results? quarantine? once again ignoring the rules for a photo op! you are pathetic!,2021-02-21,2021,2,"Omaha,NE",negative,anger,Topic 3
once again this is just bunk. trump called the pandemic a hoax and said it would magically go away. remember? did it? hell no. he failed miserably with his response to the crisis. he helped speed along the development of a vaccine which he deserves some credit but then didnt..,2021-02-21,2021,2,"Omaha,NE",negative,anger,Topic 3
these stories are exaggerated. there are many other people who died and whose deaths were not known to be of covid. dont try and minimize covid deaths. its a world tragedy.,2021-02-21,2021,2,"Omaha,NE",negative,sadness,Topic 3
biden was the poorest senator while in congress. he only made money from speeches and book deals after his tour as vp. youre not stupid enough not to know why his campaign events were virtual. covid. unlike trump and his super spreader events that killed people.,2021-02-21,2021,2,"Omaha,NE",negative,anger,Topic 3
"... and even though about percent of covid-19 tests in each state were coming back positive a month ago, today floridas positivity rate (about percent) seems to have plateaued at a level about twice as high as californias, which is at percent and falling.",2021-02-21,2021,2,"Omaha,NE",positive,sadness,Topic 4
the overall death rate in fl(137 covid-19 deaths per residents) is actually higher than it is in ca (122). the number of daily deaths in fl has held steady at a record-high level for the past month; the corresponding number in ca has declined by more than percent....,2021-02-21,2021,2,"Omaha,NE",negative,sadness,Topic 4
"hardly. fl ranks rd nationwide in total number of covid cases, with more than m, and th in total number of deaths, with nearly . on a per capita basis, floridas rankings on those two measures arent nearly as dire th and th, respectively but they arent great.",2021-02-22,2021,2,"Omaha,NE",negative,sadness,Topic 4
hes absolutely correct. not sure why youre laughing? you think americans dying from covid is a joke?,2021-02-24,2021,2,"Omaha,NE",positive,anger,Topic 2
"were all still here (-500,000 covid victims) arent we? isnt that proof we survived? you suggesting we didnt survive?",2021-02-24,2021,2,"Omaha,NE",positive,sadness,Topic 2
fuck you covid,2021-02-26,2021,2,"Raleigh,NC",negative,anger,Topic 2
checking in on vaccination efforts in southeast raleighs hard-hit zip code and the latest on fda authorization of the johnson and johnson one-shot covid vaccine tonight,2021-02-27,2021,2,"Raleigh,NC",neutral,optimism,Topic 4
i've had the vaccine administered (2 pfizer doses on /28/21 &amp; /19/21) and have experienced no side effects.,2021-02-27,2021,2,"Raleigh,NC",negative,optimism,Topic 2
"""house passes $1.9 trillion covid-19 relief package""",2021-02-27,2021,2,"Raleigh,NC",positive,optimism,Topic 3
i felt like i was an actual college student for once fans returned to the dean dome but still dealt with plenty of covid safety protocols.,2021-02-28,2021,2,"Raleigh,NC",positive,optimism,Topic 1
nc vaccine priority is so messed up lol,2021-02-28,2021,2,"Raleigh,NC",negative,sadness,Topic 4
"most people receiving the vaccine today were older than , a few were parents of children with complex needs, some were health care workers and some were school employees. we followed guidelines to register people for",2021-02-28,2021,2,"Raleigh,NC",positive,optimism,Topic 4
"well thats good news, as far as covid goes. still get well soon.",2021-02-28,2021,2,"Raleigh,NC",positive,joy,Topic 2
"that's how football will work too this year. call it the ""covid bracket.""",2021-02-28,2021,2,"Raleigh,NC",neutral,joy,Topic 1
its wild how much covid has impacted my mental health. gotta get out of the house,2021-02-28,2021,2,"Raleigh,NC",neutral,sadness,Topic 1
"spoke to to a relative who thinks the vaccine has a chip in it. we cannot unbrainwash them, we must get rid of fake news. would the fair doctrine act help? .",2021-03-21,2021,3,"Kansas City,MO",positive,anger,Topic 2
remember to help your friends and family get the vaccine i just got this from a friend,2021-03-21,2021,3,"Kansas City,MO",positive,optimism,Topic 2
"yesterday i got the . i'm a full-time caregiver for my mom who is and because she's disabled, she's at the bottom of the list. i'm so grateful i decided to become a at my husband's school which is why i qualified.",2021-03-22,2021,3,"Kansas City,MO",positive,joy,Topic 4
anyone in eastern jackson county (mo) looking to schedule a covid-19 vaccine - centerpoint and lees summit medical center just posted a bunch of appointments for this week.,2021-03-22,2021,3,"Kansas City,MO",neutral,optimism,Topic 4
"what a blessing that i decided to become a substitute teacher on an as-needed basis. i was able to get my even before my hubby! being a caregiver for my mom, this is a miracle. because i can't get anyone out here to give her her own vaccine.",2021-03-23,2021,3,"Kansas City,MO",positive,joy,Topic 2
"of all the things that appear on facebook, this is what draws their attention? ""derserve"" might be abit strong, but they wont get much sympathy from me. could be a case of a new gardner just trying to get outside after covid. they should have looked it up st..",2021-03-29,2021,3,"Kansas City,MO",negative,anger,Topic 2
where are the doms with this setup waiting for covid to end to get a boy locked in cause i really need a heavy lockdown and breeding after all this seperation and social distancing,2021-03-29,2021,3,"Kansas City,MO",neutral,anger,Topic 2
*the first covid vaccine,2021-03-30,2021,3,"Kansas City,MO",neutral,joy,Topic 2
lets play a game called is my headache caused by the covid vaccine or is it just stress/dehydration like it usually is,2021-03-30,2021,3,"Kansas City,MO",positive,sadness,Topic 2
i did too! got the vaccine yesterday and other then a sore arm i feel just fine,2021-03-30,2021,3,"Kansas City,MO",negative,joy,Topic 2
soup with vaccinated church friends. at pollys pies. the restaurant was almost completely empty. i had the tomato basil soup. need to lose covid weight gain.,2021-03-28,2021,3,"Long Beach,CA",positive,sadness,Topic 1
"as vaccine supply increases across california, is more important than ever. i am in montebello today with &amp; delivering hundreds of vaccines directly to underserved, at-risk communities.",2021-03-30,2021,3,"Long Beach,CA",positive,optimism,Topic 4
"ive been blessed to touch countries no vaccines, im definitely curious what countries make you take vaccines before covid:. ive definitely have heard of it.",2021-03-30,2021,3,"Long Beach,CA",positive,optimism,Topic 2
"every tuesday can be thanks to those who purchased a personalized video from me, we donated partial proceeds to support the relief fund for a charity close to my giving opportunity to children",2021-03-30,2021,3,"Long Beach,CA",positive,joy,Topic 4
have the same amount of fans in the stands as they did before covid.,2021-03-30,2021,3,"Long Beach,CA",neutral,joy,Topic 2
when me link meh friends dem at the first event after covid,2021-03-30,2021,3,"Long Beach,CA",positive,joy,Topic 4
pretty fucked up that millions of people are basing their entire vaccine philosophy on a lyric from an insane clown posse song.,2021-03-30,2021,3,"Long Beach,CA",negative,anger,Topic 3
ive traveled out the country and never needed a vaccine lmaoooo ... they did tell me one time if i wanted to go largos i needed a vaccine a few yrs back,2021-03-30,2021,3,"Long Beach,CA",neutral,sadness,Topic 2
"if you try to use that passport to travel to any first world country, theyre going to quarantine you for two weeks because you cant show you were vaccinated. they wont accept your cdc card, if you vave one, because theyre easily forged. a vaccine passport would solve that.",2021-03-30,2021,3,"Long Beach,CA",positive,anger,Topic 2
pcr ct counts suggest blocked or reduced covid transmission + days after dose of pfizer-biontech vaccine post-vax asymptomatic infections may not shed enough virus to transmit corroborates previous observational studies showing reduced transmission after vaccine!,2021-03-30,2021,3,"Long Beach,CA",negative,sadness,Topic 4
dr. deborah birx: u.s. death toll could have been much lower if trump administration had acted faster,2021-03-29,2021,3,"Omaha,NE",negative,sadness,Topic 3
"american journal of public health argues that florida is undercounting the number of people who died from covid-19 by thousands of cases, casting new doubt on claims that gov. ron desantis navigated the coronavirus pandemic successfully.",2021-03-30,2021,3,"Omaha,NE",negative,sadness,Topic 3
georgia gop governor in quarantine after covid-19 exposure,2021-03-30,2021,3,"Omaha,NE",neutral,sadness,Topic 3
qanon congresswoman says vaccine passports may cause apocalyptic end times,2021-03-30,2021,3,"Omaha,NE",negative,sadness,Topic 4
the case for a covid commission: accountability for trump is the,2021-03-31,2021,3,"Omaha,NE",neutral,anger,Topic 3
documents show trump officials skirted rules to reward politically connected and untested firms with huge pandemic contracts,2021-03-31,2021,3,"Omaha,NE",positive,anger,Topic 3
ex-trump adviser peter navarro started cutting side deals after trump ignored his dire covid-19 warnings,2021-03-31,2021,3,"Omaha,NE",negative,anger,Topic 3
"covid was rd-leading cause of u.s. deaths in , cdc says",2021-03-31,2021,3,"Omaha,NE",neutral,sadness,Topic 3
"sarah palin reveals covid diagnosis and 'bizarre' symptoms, urges others to continue wearing masks",2021-03-31,2021,3,"Omaha,NE",neutral,sadness,Topic 1
"hospital charged family almost $40k for covid tests so they could return to work, school",2021-03-31,2021,3,"Omaha,NE",negative,anger,Topic 2
well saved the entire day by already having hi-c orange this morning... the true vaccine,2021-03-16,2021,3,"Raleigh,NC",positive,joy,Topic 2
what a difference a year makes. atl airport /16/2020 and /15/2021. life was turned upside down a year ago. not just covid but so many other things. the last year has made me to be still and present. it has made me deal with serious emotions and my personal situation. tough.,2021-03-16,2021,3,"Raleigh,NC",negative,sadness,Topic 1
parents pre-covid on missed calls on weather and school cancellation: ok well that was disruptive and frustrating. parents post-covid on missed calls on weather and school cancellation: you owe me meteorologists!!!!!,2021-03-18,2021,3,"Raleigh,NC",negative,anger,Topic 4
wow: out of all counties in ...randolph county is the only red zone that remains.,2021-03-20,2021,3,"Raleigh,NC",positive,sadness,Topic 4
at :30p &amp; pm on vaccinations for students could mean a significant step towards normal life on campuses. ill be live where the university held its first vaccine clinic.,2021-03-24,2021,3,"Raleigh,NC",negative,optimism,Topic 4
"do you miss lunch buffet? we had to discontinue buffet in the wake of covid-19. instead, we offer daily lunch , with combos of our popular , non-veg &amp; &amp; generous portions. place an order today!",2021-03-25,2021,3,"Raleigh,NC",positive,sadness,Topic 1
": nc state started vaccinating their campus community on wednesday. eligible faculty, staff and students had the opportunity to get the covid vaccine. full story:",2021-03-25,2021,3,"Raleigh,NC",positive,optimism,Topic 4
at pm: im live on as moviegoers take advantage of eased covid-19 restrictions at theaters across the state.,2021-03-28,2021,3,"Raleigh,NC",positive,joy,Topic 4
"went to a brewery this weekend &amp; noticed many of my fellow men are back to not washing their hands after they pee. i dont know who needs to hear this, but washing your hands after going to the bathroom isnt just for covid. what the hell, guys?!",2021-03-30,2021,3,"Raleigh,NC",negative,anger,Topic 1
"update: today, duke announced it is reversing its policy and allowing remote learners and early graduates to participate in spring commencement. we first brought you this story on monday.",2021-03-31,2021,3,"Raleigh,NC",neutral,optimism,Topic 4
monday: new piercing tuesday: new tattoo wednesday: first covid vaccine wonder what needles the rest of the week will bring.,2021-04-14,2021,4,"Kansas City,MO",neutral,joy,Topic 2
halfway through volunteering for the joco vaccine event,2021-04-17,2021,4,"Kansas City,MO",neutral,joy,Topic 4
interesting to see if players show up. patrick and travis didn't seem too scared of covid at masters last week or last year by playing in tahoe golf tournament right before training camp,2021-04-19,2021,4,"Kansas City,MO",positive,joy,Topic 1
my kids gone think covid was just like wwll the way imma tell it,2021-04-20,2021,4,"Kansas City,MO",positive,anger,Topic 2
blaming any and all physical/mental under-performance on this first vaccine dose for the next hours,2021-04-21,2021,4,"Kansas City,MO",negative,anger,Topic 4
need a covid-19 vaccine and live/work in joco? stop by district and get your shot.,2021-04-22,2021,4,"Kansas City,MO",negative,optimism,Topic 2
congratulations!! hope you dont have plans for tonight. i got my second moderna shot on wednesday &amp; i felt like i had covid again that night through the next day. so glad i got it though,2021-04-23,2021,4,"Kansas City,MO",positive,joy,Topic 2
"i cant bring in a bag bigger than a sandwich-sized ziploc because of new covid rules, but this guy can bring a bunny? tf?",2021-04-23,2021,4,"Kansas City,MO",neutral,anger,Topic 1
if top gun doesn't win for best movie delayed times during then the academy is racist pigs and doesn't understand infrastructure.,2021-04-26,2021,4,"Kansas City,MO",negative,anger,Topic 3
shot is in the books!! the university of kansas health system southlake campus pharmacy,2021-04-27,2021,4,"Kansas City,MO",neutral,joy,Topic 4
"i've been waiting for an arundhati roy response to india's crisis. full of fury, she does not disappoint: ""people are expected to vote as hindus, but die as disposables""",2021-04-29,2021,4,"Long Beach,CA",negative,anger,Topic 3
they said the vaccine would make ur ass fat but nothing has changed so far,2021-04-29,2021,4,"Long Beach,CA",negative,anger,Topic 2
i have the right to wait until further evidence supports vaccine safety/efficacy. i mask (which is very effective at preventing transmission) &amp; social distance. im not a risk. we have personal freedom. the vaccine is not approved yet. you assume a lot. i dont work/see anyone.,2021-04-29,2021,4,"Long Beach,CA",positive,anger,Topic 2
"im doing my part by masking/social distancing. are you doing both? data shows you can still get it and transmit it. i realize you are passionate about taking the vaccine, but you insisting i take it when im not ready to get it actually wrong. im placing no one at risk.",2021-04-29,2021,4,"Long Beach,CA",negative,anger,Topic 2
"the public doesnt know that &amp; they let down their guard due to the messaging. its cost some their lives. thats all. im not against or for vaccines. i have taken flu/tetanus shots before, etc. i have many questions and most are unknown for now.",2021-04-29,2021,4,"Long Beach,CA",neutral,sadness,Topic 2
"i have health issues that place me at an increased risk for stroke and i have allergies to antibiotics and have had serious adverse reactions to medications. so, if i decide to take the vaccine, it will be when im ready. but, i place no one at risk as i see no one &amp; wear a n95.",2021-04-29,2021,4,"Long Beach,CA",negative,sadness,Topic 2
"so, im waiting. i do fully understand the risks of both. i had a cousin die of covid at age . my sister-in-law just died after her st shot of pfizer at age from a massive hemorrhagic stroke the size of a baseball of which her symptoms only began after the vaccine.",2021-04-29,2021,4,"Long Beach,CA",negative,sadness,Topic 2
cdc will transition from monitoring all reported vaccine breakthrough cases to focus on identifying and investigating only vaccine breakthrough infections that result in hospitalization or death. they arent even going to monitor all breakthrough cases.,2021-04-29,2021,4,"Long Beach,CA",negative,anger,Topic 4
"i didnt say they dont work. im pointing to the inconsistency in messaging. earlier on they stated: % effective at preventing serious cases of covid:hospitalization/deaths. science should always be openly discussed, debated, questioned. the silencing is problematic for me.",2021-04-29,2021,4,"Long Beach,CA",negative,anger,Topic 2
"and the reality is thousands of fully vaccinated individuals have contracted covid, some have been hospitalized or died. i wouldnt be traveling currently, not w/ the covariants. my fear is the vaccinated will let down their guard &amp; covariants will spread.",2021-04-29,2021,4,"Long Beach,CA",negative,sadness,Topic 1
nd vaccine dose = butt kicked. ill be in bed if you need me.,2021-04-15,2021,4,"Omaha,NE",negative,anger,Topic 2
: rice vs. nc a&amp;t has been declared a no contest because of positive covid-19 test in the rice program. first tournament match affected by a positive test.,2021-04-15,2021,4,"Omaha,NE",positive,anger,Topic 4
of course it has. hell our media is so obsessed with covid and pushing the fear theyd be the ones that would say a variant of covid19 from mars has made it to the states. who else is done with this bullshit,2021-04-16,2021,4,"Omaha,NE",negative,anger,Topic 2
this number is not even close to accurate as several thousands if not hundreds of thousands were classified as covid when in actuality the cause was no where close.,2021-04-17,2021,4,"Omaha,NE",negative,anger,Topic 3
"then they were already infected when they got vaccinated &amp; didn't have symptoms yet. the vaccines (in the u.s.) use small fragments of covid-19 genetic material, not entire intact virus, &amp; so can't cause infection. the immune system learns its response from the fragments.",2021-04-27,2021,4,"Omaha,NE",negative,optimism,Topic 3
"the $5,200,000,000,000 trick killing more than covid, w stephen fry. via highly recommended! short, precise and full of scientific facts! a three year old can follow this logic.",2021-04-27,2021,4,"Omaha,NE",negative,optimism,Topic 3
what everyone needs to know about covid-19 | noam chomsky via and nuclear war/climate crisis. i would add ai as a very serious issue to keep a close eye on!,2021-04-29,2021,4,"Omaha,NE",negative,optimism,Topic 3
"mentally challenged, i will type slowly. the vaccine protects you from going to a hospital with the virus (ventilator, icu, etc.) and from dying. you may still contract (get) the virus but wont get sick. you could transmit (give) to others who, if not vaccinated, could die.",2021-04-29,2021,4,"Omaha,NE",positive,sadness,Topic 2
"you do know that has all been debunked....right? all that nonsense about the election being rigged/stolen is a fantasy. there is no truth to it. as i said, people were recklessly attending those rallies &amp; spreading covid. biden followers were smart &amp; respectful of one another.",2021-04-30,2021,4,"Omaha,NE",positive,anger,Topic 3
"thats crazy. religion is all in what you believe, this is all about facts, data, &amp; what science tells us. if youre not guided by facts then what guides you? govt is not promoting vaccine passports. rumors are carried by haters, spread by fools, and accepted by idiots.",2021-04-30,2021,4,"Omaha,NE",negative,anger,Topic 2
"translation- after you get the jab the c-virus in your saliva, mucus, etc etc... duh they shooting it in body...",2021-04-23,2021,4,"Raleigh,NC",neutral,anger,Topic 2
"well, im not sure there was an immediate supply of the vaccine, but it wouldnt make any difference to you folks. you just have to blame trump no matter what.",2021-04-24,2021,4,"Raleigh,NC",negative,anger,Topic 2
this how they releasing the vaccine in florida,2021-04-27,2021,4,"Raleigh,NC",neutral,anger,Topic 4
"me walking into best buy totally forgot my mask in the car..guy you need a mask sir me.oh yeah, totally forgot my mask in the car these mask got to go i keep forgetting covid is still around",2021-04-27,2021,4,"Raleigh,NC",positive,sadness,Topic 2
so..... the people took the jab &amp; let them put they potion in them is now contagious to the ones thats not?? but on t.v they tell you opposite...,2021-04-28,2021,4,"Raleigh,NC",negative,anger,Topic 2
does this count as science we should trust??? lol or only the science they say to trust?,2021-04-28,2021,4,"Raleigh,NC",positive,optimism,Topic 2
and they told alot of people they was positive for covid even tho they felt fine because they was asymptomatic... all bullshit...,2021-04-29,2021,4,"Raleigh,NC",positive,anger,Topic 2
trust the science.... don't worry about things like this... smh,2021-04-29,2021,4,"Raleigh,NC",positive,anger,Topic 2
covid proof lunch,2021-04-30,2021,4,"Raleigh,NC",neutral,joy,Topic 2
i know it wont happen but is it possible we might attempt to remove all obstacles that exist slowing the movement of vaccine from production to shots in arms for humanity not for profit politics patent protection etc,2021-04-30,2021,4,"Raleigh,NC",negative,optimism,Topic 2
"because most people think like this, i got vaccinated. im protected. i cant spread it now so im not wearing a mask. when in reality, you can still give people covid if you are vaccinated. yeah, it may protect you, but not others. be nice to other people too.",2021-05-16,2021,5,"Kansas City,MO",positive,optimism,Topic 2
"yeah?, they lost to national champ bama who smoked de fuk outta you, oklahoma, lsu and tam. tam should have been in the playoffs and not you with peewee games. beat georgia with our fourth string qb because of stupid covid. but, you keep talking-tatoos and massages!",2021-05-18,2021,5,"Kansas City,MO",negative,anger,Topic 1
"i guess the vaccine is messing with a lot of womens menstrual cycles.. women who are around each other tend to have periods during the same times, i heard that a long time ago too, not a new concept. the vaccine shedding concerns me a bit too.",2021-05-19,2021,5,"Kansas City,MO",neutral,sadness,Topic 2
if you only believe in synthetic immunity from vaccination and not natural immunity from contracting and recovering from covid then you dont really believe the science.,2021-05-20,2021,5,"Kansas City,MO",negative,optimism,Topic 2
"princess sticks finger on spinning wheel, falls into coma. doctors say its covid.",2021-05-22,2021,5,"Kansas City,MO",neutral,sadness,Topic 1
covid might keep us apart. the only thing i have in it that isn't refundable is the $28 i paid for travel insurance.,2021-05-24,2021,5,"Kansas City,MO",neutral,anger,Topic 2
has anyone received a notice that they have not received a second dose even though they have? i moved to kansas may nd so....um.... not sure how i would prove this so i kept the text.,2021-05-26,2021,5,"Kansas City,MO",negative,sadness,Topic 2
"in the next pandemic, before i get a vaccine, i'm going to demand bank employees lay on the floor and dont move. i'll demand $1.53 million, a helicopter, and a fully fueled plane at the airpport.",2021-05-28,2021,5,"Kansas City,MO",negative,anger,Topic 2
johnson county mental health officials offering gunlocks at vaccine clinics,2021-05-29,2021,5,"Kansas City,MO",neutral,sadness,Topic 4
"weve spent weekend with carolyns family, the first time weve seen them since before covid. good times. olathe, kansas",2021-05-31,2021,5,"Kansas City,MO",positive,joy,Topic 1
"post-covid-inspiration-pre-haircut hollywood, california",2021-05-30,2021,5,"Long Beach,CA",neutral,joy,Topic 1
i miss working at the hotel prior to covid. i used to make wuap,2021-05-30,2021,5,"Long Beach,CA",negative,sadness,Topic 2
"covid dont need to be present for you to gimme my space los angeles, california",2021-05-30,2021,5,"Long Beach,CA",neutral,anger,Topic 2
vaccine wasnt that bad. guess if i want to travel to canada this summer i have to do it,2021-05-30,2021,5,"Long Beach,CA",positive,optimism,Topic 2
dont worry! well be back for covid-21 in a few months.,2021-05-30,2021,5,"Long Beach,CA",positive,optimism,Topic 2
coming down the homestretch of the corona diaries with the best. episode. ever.,2021-05-30,2021,5,"Long Beach,CA",positive,joy,Topic 2
i just saw a study that indicated that an additional vaccine by a different manufacturer may help boost immunity in some people. maybe that is the case. just glad your mom has some protection now!,2021-05-30,2021,5,"Long Beach,CA",positive,optimism,Topic 2
at the lakers game with my mom after a long absence due to covid-19. staples center,2021-05-30,2021,5,"Long Beach,CA",neutral,sadness,Topic 2
covid,2021-05-30,2021,5,"Long Beach,CA",neutral,joy,Topic 2
mother nature saw what our messy post covid plans were for the weekend and said not on my watch,2021-05-30,2021,5,"Long Beach,CA",negative,anger,Topic 2
"whew, can i relate. thinking about covid, writing about covid, tracking covid numbers every day, talking to patients and doctors, while also, you know, living through a global pandemic, took a serious toll on me last year.",2021-05-06,2021,5,"Omaha,NE",negative,sadness,Topic 2
if only covid had taken tony connor then omaha would have had a good election.,2021-05-12,2021,5,"Omaha,NE",positive,optimism,Topic 3
spread the word! continues to provide access to covid vaccines in area clinics. do your part and get vaccinated!,2021-05-12,2021,5,"Omaha,NE",neutral,optimism,Topic 4
"study not peer-reviewed and not all deaths were covid, but researchers in california found food service/ag jobs were some of the highest-risk during the pandemic:",2021-05-13,2021,5,"Omaha,NE",neutral,sadness,Topic 4
and then basing that call for covid off test so no chance maybe it was a false positive. the ncaa is a disaster and run like the big ten by s,2021-05-13,2021,5,"Omaha,NE",positive,anger,Topic 2
a3 yes and no. email has been hard this year because it has turned into informational updates with covid. social media does reflect our community and mission.,2021-05-15,2021,5,"Omaha,NE",positive,sadness,Topic 4
its a mental illness. think for a second about all of the airborne dangers on planet earth before covid was created. were we wearing masks then?,2021-05-18,2021,5,"Omaha,NE",negative,sadness,Topic 1
"got a bottle of champagne from a parent today so i can celebrate next week on the last day. i could have just hugged her, but ya know, covid.",2021-05-19,2021,5,"Omaha,NE",positive,joy,Topic 1
"sure, its a complex and multi-layered problem, as the linked analysis alludes to. covid, child care issues, population numbers, wages. but its not as simplistic as the social media screeds saying no one wants to work anymore.",2021-05-20,2021,5,"Omaha,NE",negative,sadness,Topic 3
"looking back at her senior year, fuertes-de arcos can easily sum up what she learned from attending high school during a pandemic. how to be resilient. great sunday morning read from and joe dejka:",2021-05-30,2021,5,"Omaha,NE",positive,joy,Topic 1
why have i contacted black schools for months with zero response while losing no one to covid in months? when do black minds matter? even when i rove that i am part of black history!,2021-05-20,2021,5,"Raleigh,NC",negative,anger,Topic 3
we heal congregations who are humble enough to allow this to happen. one pastor died if covid while his wife cared for him for his last days and remained virus by following us as we follow christ.,2021-05-23,2021,5,"Raleigh,NC",positive,optimism,Topic 2
how to stopped playing the big pharmafias' virus vaccine conundrum!,2021-05-23,2021,5,"Raleigh,NC",negative,sadness,Topic 2
"dear hghland hospital, you thought you knew me until i crushed aids. you looked right through me while i conquered covid and was hired by your competition. if you do not know you, you cannot know me!",2021-05-25,2021,5,"Raleigh,NC",negative,anger,Topic 2
my team members are the only life coaches in the usa who lost no one to covid in months while racist media pretends that we are not news!,2021-05-25,2021,5,"Raleigh,NC",negative,anger,Topic 3
"the first % all natural, original, vaccine alternative.",2021-05-26,2021,5,"Raleigh,NC",positive,optimism,Topic 2
i will send a video of magic johnson sharing his yr. relationship with our immune company uoon request. we seek to train kife coaches before thousands fleeing covid are released to our community.,2021-05-29,2021,5,"Raleigh,NC",positive,optimism,Topic 4
mother nature's vaccine guarantees protection from viruses!,2021-05-30,2021,5,"Raleigh,NC",neutral,optimism,Topic 2
"dear ellen, i have dobe this own my own dime for years! many people will be released due to covid in prisons. we have real protection for your family.",2021-05-30,2021,5,"Raleigh,NC",positive,sadness,Topic 3
th. stage aging may not be terminal with the silver bullet. try this olympic approved all natural vaccine option the youngest and the oldest and those who are compromised! believers always believe!,2021-05-31,2021,5,"Raleigh,NC",positive,optimism,Topic 1
"wohoo got my second covid shot today, i am a fully vaccinated lady",2021-06-03,2021,6,"Kansas City,MO",neutral,joy,Topic 2
waiting to get my second covid shot,2021-06-04,2021,6,"Kansas City,MO",neutral,joy,Topic 2
"youyangs model knew! but yeah, the vaccines crushed things and the cdcs return to normal with a vaccine has gone very well.",2021-06-07,2021,6,"Kansas City,MO",positive,optimism,Topic 2
"i was or then, but our booster shots were administered at school. vaccine drop placed on the sugar cube, and you ate it. this went on i think, until th grade. /2.",2021-06-14,2021,6,"Kansas City,MO",negative,joy,Topic 4
thats a vaccine.,2021-06-14,2021,6,"Kansas City,MO",neutral,optimism,Topic 2
"highly contagious delta variant detected in kansas city wastewater samples. the data comes as missouri earned the dubious honor of having the highest rate of new covid-19 infections in the united states, racking up a % increase over the last two weeks.",2021-06-24,2021,6,"Kansas City,MO",positive,anger,Topic 4
"""immune responses after vaccination with pfizer vaccine in kidney transplants recipients and patients undergoing chronic hemodialysis, % of patients on dialysis &amp; only % of kidney transplant recipients developed antibodies after the second vaccine dose.""",2021-06-25,2021,6,"Kansas City,MO",positive,sadness,Topic 4
a friend asked me what the fast and furious movie was about and this is what i sent in response. *spoilers ahead* cars go fast. fight bad person for super advanced weapon to save earth. cars fly maybe . family. brother. raising a kid is boring. vroom vroom. corona (beer).,2021-06-29,2021,6,"Kansas City,MO",negative,anger,Topic 3
please look into ivermectin for covid. possible way to save lives.,2021-06-29,2021,6,"Kansas City,MO",positive,optimism,Topic 2
not a stunner. that the trump areas of this country are the leading new covid poz cases,2021-06-29,2021,6,"Kansas City,MO",neutral,anger,Topic 4
"and how many of those deaths were partially vaccinated? what kind of weak vaccine is this lol. ""vaccine"" is supposed to be an antidote. if it's not effective, it's not a vaccine.",2021-06-25,2021,6,"Long Beach,CA",negative,anger,Topic 2
"hahahahaha, it's impressive how you manage to make it about covid too.",2021-06-27,2021,6,"Long Beach,CA",positive,joy,Topic 2
